#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177    0.41950E+03   -0.10518E+02    0.11519E-05   -0.10518E+02    0.76200E+00   -0.30704E-08    0.11519E-05   -0.30704E-08    0.14284E-11
   178    0.41716E+03   -0.10250E+02    0.11345E-05   -0.10250E+02    0.75238E+00   -0.30164E-08    0.11345E-05   -0.30164E-08    0.14042E-11
   179    0.41477E+03   -0.99758E+01    0.11175E-05   -0.99758E+01    0.74274E+00   -0.29588E-08    0.11175E-05   -0.29588E-08    0.13806E-11
   180    0.41249E+03   -0.96978E+01    0.11008E-05   -0.96978E+01    0.73328E+00   -0.28979E-08    0.11008E-05   -0.28979E-08    0.13575E-11
   181    0.41010E+03   -0.94157E+01    0.10844E-05   -0.94157E+01    0.72402E+00   -0.28339E-08    0.10844E-05   -0.28339E-08    0.13348E-11
   182    0.40769E+03   -0.91279E+01    0.10684E-05   -0.91279E+01    0.71503E+00   -0.27669E-08    0.10684E-05   -0.27669E-08    0.13127E-11
   183    0.40519E+03   -0.88360E+01    0.10526E-05   -0.88360E+01    0.70622E+00   -0.26972E-08    0.10526E-05   -0.26972E-08    0.12910E-11
   184    0.40277E+03   -0.85390E+01    0.10371E-05   -0.85390E+01    0.69768E+00   -0.26251E-08    0.10371E-05   -0.26251E-08    0.12697E-11
   185    0.40035E+03   -0.82392E+01    0.10219E-05   -0.82392E+01    0.68956E+00   -0.25506E-08    0.10219E-05   -0.25506E-08    0.12489E-11
   186    0.39758E+03   -0.79335E+01    0.10069E-05   -0.79335E+01    0.68170E+00   -0.24742E-08    0.10069E-05   -0.24742E-08    0.12286E-11
   187    0.39513E+03   -0.76233E+01    0.99225E-06   -0.76233E+01    0.67426E+00   -0.23959E-08    0.99225E-06   -0.23959E-08    0.12087E-11
   188    0.39264E+03   -0.73102E+01    0.97785E-06   -0.73102E+01    0.66722E+00   -0.23159E-08    0.97785E-06   -0.23159E-08    0.11891E-11
   189    0.39004E+03   -0.69924E+01    0.96371E-06   -0.69924E+01    0.66061E+00   -0.22346E-08    0.96371E-06   -0.22346E-08    0.11700E-11
   190    0.38780E+03   -0.66723E+01    0.94982E-06   -0.66723E+01    0.65448E+00   -0.21521E-08    0.94982E-06   -0.21521E-08    0.11513E-11
   191    0.38517E+03   -0.63467E+01    0.93618E-06   -0.63467E+01    0.64887E+00   -0.20687E-08    0.93618E-06   -0.20687E-08    0.11330E-11
   192    0.38268E+03   -0.60179E+01    0.92278E-06   -0.60179E+01    0.64378E+00   -0.19845E-08    0.92278E-06   -0.19845E-08    0.11150E-11
   193    0.38013E+03   -0.56873E+01    0.90962E-06   -0.56873E+01    0.63927E+00   -0.18997E-08    0.90962E-06   -0.18997E-08    0.10974E-11
   194    0.37774E+03   -0.53525E+01    0.89668E-06   -0.53525E+01    0.63535E+00   -0.18147E-08    0.89668E-06   -0.18147E-08    0.10802E-11
   195    0.37530E+03   -0.50158E+01    0.88397E-06   -0.50158E+01    0.63208E+00   -0.17295E-08    0.88397E-06   -0.17295E-08    0.10633E-11
   196    0.37282E+03   -0.46764E+01    0.87148E-06   -0.46764E+01    0.62949E+00   -0.16445E-08    0.87148E-06   -0.16445E-08    0.10467E-11
   197    0.37046E+03   -0.43356E+01    0.85919E-06   -0.43356E+01    0.62762E+00   -0.15598E-08    0.85919E-06   -0.15598E-08    0.10304E-11
   198    0.36815E+03   -0.39927E+01    0.84711E-06   -0.39927E+01    0.62648E+00   -0.14757E-08    0.84711E-06   -0.14757E-08    0.10145E-11
   199    0.36590E+03   -0.36483E+01    0.83523E-06   -0.36483E+01    0.62613E+00   -0.13923E-08    0.83523E-06   -0.13923E-08    0.99883E-12
   200    0.36373E+03   -0.33032E+01    0.82354E-06   -0.33032E+01    0.62659E+00   -0.13100E-08    0.82354E-06   -0.13100E-08    0.98347E-12
   201    0.36155E+03   -0.29565E+01    0.81204E-06   -0.29565E+01    0.62792E+00   -0.12287E-08    0.81204E-06   -0.12287E-08    0.96839E-12
   202    0.35946E+03   -0.26091E+01    0.80073E-06   -0.26091E+01    0.63011E+00   -0.11487E-08    0.80073E-06   -0.11487E-08    0.95358E-12
   203    0.35737E+03   -0.22598E+01    0.78959E-06   -0.22598E+01    0.63325E+00   -0.10699E-08    0.78959E-06   -0.10699E-08    0.93904E-12
   204    0.35521E+03   -0.19110E+01    0.77864E-06   -0.19110E+01    0.63733E+00   -0.99222E-09    0.77864E-06   -0.99222E-09    0.92477E-12
   205    0.35312E+03   -0.15600E+01    0.76786E-06   -0.15600E+01    0.64241E+00   -0.91569E-09    0.76786E-06   -0.91569E-09    0.91076E-12
   206    0.35097E+03   -0.12073E+01    0.75726E-06   -0.12073E+01    0.64853E+00   -0.84031E-09    0.75726E-06   -0.84031E-09    0.89700E-12
   207    0.34889E+03   -0.85303E+00    0.74682E-06   -0.85303E+00    0.65570E+00   -0.76605E-09    0.74682E-06   -0.76605E-09    0.88351E-12
   208    0.34667E+03   -0.49702E+00    0.73656E-06   -0.49702E+00    0.66398E+00   -0.69289E-09    0.73656E-06   -0.69289E-09    0.87026E-12
   209    0.34445E+03   -0.13913E+00    0.72647E-06   -0.13913E+00    0.67338E+00   -0.62084E-09    0.72647E-06   -0.62084E-09    0.85726E-12
   210    0.34223E+03    0.22031E+00    0.71654E-06    0.22031E+00    0.68396E+00   -0.54986E-09    0.71654E-06   -0.54986E-09    0.84450E-12
   211    0.34001E+03    0.58179E+00    0.70678E-06    0.58179E+00    0.69575E+00   -0.47996E-09    0.70678E-06   -0.47996E-09    0.83199E-12
   212    0.33764E+03    0.94491E+00    0.69718E-06    0.94491E+00    0.70877E+00   -0.41111E-09    0.69718E-06   -0.41111E-09    0.81970E-12
   213    0.33534E+03    0.13103E+01    0.68773E-06    0.13103E+01    0.72307E+00   -0.34330E-09    0.68773E-06   -0.34330E-09    0.80765E-12
   214    0.33297E+03    0.16772E+01    0.67844E-06    0.16772E+01    0.73864E+00   -0.27653E-09    0.67844E-06   -0.27653E-09    0.79583E-12
   215    0.33060E+03    0.20456E+01    0.66931E-06    0.20456E+01    0.75567E+00   -0.21076E-09    0.66931E-06   -0.21076E-09    0.78423E-12
   216    0.32816E+03    0.24165E+01    0.66033E-06    0.24165E+01    0.77398E+00   -0.14600E-09    0.66033E-06   -0.14600E-09    0.77286E-12
   217    0.32578E+03    0.27883E+01    0.65149E-06    0.27883E+01    0.79372E+00   -0.82228E-10    0.65149E-06   -0.82228E-10    0.76170E-12
   218    0.32333E+03    0.31620E+01    0.64281E-06    0.31620E+01    0.81489E+00   -0.19428E-10    0.64281E-06   -0.19428E-10    0.75075E-12
   219    0.32087E+03    0.35389E+01    0.63426E-06    0.35389E+01    0.83748E+00    0.42411E-10    0.63426E-06    0.42411E-10    0.74001E-12
   220    0.31841E+03    0.39153E+01    0.62587E-06    0.39153E+01    0.86165E+00    0.10330E-09    0.62587E-06    0.10330E-09    0.72948E-12
   221    0.31595E+03    0.42939E+01    0.61761E-06    0.42939E+01    0.88732E+00    0.16326E-09    0.61761E-06    0.16326E-09    0.71914E-12
   222    0.31348E+03    0.46737E+01    0.60948E-06    0.46737E+01    0.91464E+00    0.22230E-09    0.60948E-06    0.22230E-09    0.70901E-12
   223    0.31085E+03    0.50560E+01    0.60150E-06    0.50560E+01    0.94354E+00    0.28043E-09    0.60150E-06    0.28043E-09    0.69907E-12
   224    0.30837E+03    0.54378E+01    0.59364E-06    0.54378E+01    0.97400E+00    0.33767E-09    0.59364E-06    0.33767E-09    0.68931E-12
   225    0.30581E+03    0.58224E+01    0.58592E-06    0.58224E+01    0.10062E+01    0.39404E-09    0.58592E-06    0.39404E-09    0.67975E-12
   226    0.30325E+03    0.62068E+01    0.57833E-06    0.62068E+01    0.10401E+01    0.44953E-09    0.57833E-06    0.44953E-09    0.67037E-12
   227    0.30060E+03    0.65929E+01    0.57086E-06    0.65929E+01    0.10757E+01    0.50417E-09    0.57086E-06    0.50417E-09    0.66116E-12
   228    0.29801E+03    0.69799E+01    0.56352E-06    0.69799E+01    0.11130E+01    0.55798E-09    0.56352E-06    0.55798E-09    0.65213E-12
   229    0.29542E+03    0.73668E+01    0.55629E-06    0.73668E+01    0.11521E+01    0.61096E-09    0.55629E-06    0.61096E-09    0.64327E-12
   230    0.29275E+03    0.77549E+01    0.54919E-06    0.77549E+01    0.11931E+01    0.66313E-09    0.54919E-06    0.66313E-09    0.63458E-12
   231    0.28999E+03    0.81441E+01    0.54220E-06    0.81441E+01    0.12358E+01    0.71450E-09    0.54220E-06    0.71450E-09    0.62605E-12
   232    0.28730E+03    0.85333E+01    0.53533E-06    0.85333E+01    0.12804E+01    0.76509E-09    0.53533E-06    0.76509E-09    0.61768E-12
   233    0.28459E+03    0.89216E+01    0.52857E-06    0.89216E+01    0.13269E+01    0.81491E-09    0.52857E-06    0.81491E-09    0.60947E-12
   234    0.28173E+03    0.93104E+01    0.52192E-06    0.93104E+01    0.13754E+01    0.86397E-09    0.52192E-06    0.86397E-09    0.60141E-12
   235    0.27893E+03    0.96987E+01    0.51538E-06    0.96987E+01    0.14257E+01    0.91228E-09    0.51538E-06    0.91228E-09    0.59350E-12
   236    0.27605E+03    0.10087E+02    0.50894E-06    0.10087E+02    0.14780E+01    0.95987E-09    0.50894E-06    0.95987E-09    0.58573E-12
   237    0.27315E+03    0.10474E+02    0.50261E-06    0.10474E+02    0.15323E+01    0.10067E-08    0.50261E-06    0.10067E-08    0.57810E-12
   238    0.27024E+03    0.10862E+02    0.49637E-06    0.10862E+02    0.15886E+01    0.10529E-08    0.49637E-06    0.10529E-08    0.57061E-12
   239    0.26739E+03    0.11248E+02    0.49024E-06    0.11248E+02    0.16469E+01    0.10984E-08    0.49024E-06    0.10984E-08    0.56325E-12
   240    0.26437E+03    0.11633E+02    0.48420E-06    0.11633E+02    0.17072E+01    0.11432E-08    0.48420E-06    0.11432E-08    0.55602E-12
   241    0.26150E+03    0.12016E+02    0.47825E-06    0.12016E+02    0.17697E+01    0.11873E-08    0.47825E-06    0.11873E-08    0.54891E-12
   242    0.25860E+03    0.12399E+02    0.47239E-06    0.12399E+02    0.18341E+01    0.12308E-08    0.47239E-06    0.12308E-08    0.54193E-12
   243    0.25570E+03    0.12779E+02    0.46663E-06    0.12779E+02    0.19007E+01    0.12737E-08    0.46663E-06    0.12737E-08    0.53507E-12
   244    0.25277E+03    0.13159E+02    0.46095E-06    0.13159E+02    0.19693E+01    0.13159E-08    0.46095E-06    0.13159E-08    0.52831E-12
   245    0.24983E+03    0.13535E+02    0.45535E-06    0.13535E+02    0.20401E+01    0.13576E-08    0.45535E-06    0.13576E-08    0.52167E-12
   246    0.24695E+03    0.13910E+02    0.44984E-06    0.13910E+02    0.21130E+01    0.13986E-08    0.44984E-06    0.13986E-08    0.51514E-12
   247    0.24413E+03    0.14283E+02    0.44441E-06    0.14283E+02    0.21880E+01    0.14391E-08    0.44441E-06    0.14391E-08    0.50870E-12
   248    0.24128E+03    0.14653E+02    0.43905E-06    0.14653E+02    0.22655E+01    0.14790E-08    0.43905E-06    0.14790E-08    0.50237E-12
   249    0.23857E+03    0.15021E+02    0.43377E-06    0.15021E+02    0.23448E+01    0.15183E-08    0.43377E-06    0.15183E-08    0.49613E-12
   250    0.23584E+03    0.15386E+02    0.42856E-06    0.15386E+02    0.24266E+01    0.15571E-08    0.42856E-06    0.15571E-08    0.48998E-12
   251    0.23324E+03    0.15748E+02    0.42343E-06    0.15748E+02    0.25103E+01    0.15954E-08    0.42343E-06    0.15954E-08    0.48392E-12
   252    0.23053E+03    0.16108E+02    0.41836E-06    0.16108E+02    0.25964E+01    0.16331E-08    0.41836E-06    0.16331E-08    0.47794E-12
   253    0.22808E+03    0.16463E+02    0.41336E-06    0.16463E+02    0.26845E+01    0.16704E-08    0.41336E-06    0.16704E-08    0.47206E-12
   254    0.22559E+03    0.16815E+02    0.40843E-06    0.16815E+02    0.27750E+01    0.17071E-08    0.40843E-06    0.17071E-08    0.46625E-12
   255    0.22311E+03    0.17164E+02    0.40356E-06    0.17164E+02    0.28676E+01    0.17433E-08    0.40356E-06    0.17433E-08    0.46053E-12
   256    0.22071E+03    0.17511E+02    0.39877E-06    0.17511E+02    0.29625E+01    0.17790E-08    0.39877E-06    0.17790E-08    0.45489E-12
   257    0.21838E+03    0.17848E+02    0.39404E-06    0.17848E+02    0.30595E+01    0.18143E-08    0.39404E-06    0.18143E-08    0.44933E-12
   258    0.21604E+03    0.18189E+02    0.38937E-06    0.18189E+02    0.31588E+01    0.18490E-08    0.38937E-06    0.18490E-08    0.44385E-12
   259    0.21374E+03    0.18518E+02    0.38477E-06    0.18518E+02    0.32604E+01    0.18833E-08    0.38477E-06    0.18833E-08    0.43846E-12
   260    0.21157E+03    0.18852E+02    0.38023E-06    0.18852E+02    0.33641E+01    0.19171E-08    0.38023E-06    0.19171E-08    0.43314E-12
   261    0.20935E+03    0.19168E+02    0.37576E-06    0.19168E+02    0.34700E+01    0.19504E-08    0.37576E-06    0.19504E-08    0.42789E-12
   262    0.20708E+03    0.19490E+02    0.37135E-06    0.19490E+02    0.35782E+01    0.19832E-08    0.37135E-06    0.19832E-08    0.42273E-12
   263    0.20512E+03    0.19810E+02    0.36700E-06    0.19810E+02    0.36886E+01    0.20156E-08    0.36700E-06    0.20156E-08    0.41764E-12
   264    0.20301E+03    0.20122E+02    0.36271E-06    0.20122E+02    0.38011E+01    0.20475E-08    0.36271E-06    0.20475E-08    0.41262E-12
   265    0.20082E+03    0.20419E+02    0.35848E-06    0.20419E+02    0.39159E+01    0.20790E-08    0.35848E-06    0.20790E-08    0.40768E-12
   266    0.19876E+03    0.20724E+02    0.35431E-06    0.20724E+02    0.40329E+01    0.21101E-08    0.35431E-06    0.21101E-08    0.40281E-12
   267    0.19660E+03    0.21015E+02    0.35019E-06    0.21015E+02    0.41520E+01    0.21407E-08    0.35019E-06    0.21407E-08    0.39801E-12
   268    0.19448E+03    0.21307E+02    0.34614E-06    0.21307E+02    0.42734E+01    0.21709E-08    0.34614E-06    0.21709E-08    0.39329E-12
   269    0.19224E+03    0.21593E+02    0.34214E-06    0.21593E+02    0.43968E+01    0.22006E-08    0.34214E-06    0.22006E-08    0.38863E-12
   270    0.19016E+03    0.21874E+02    0.33820E-06    0.21874E+02    0.45224E+01    0.22299E-08    0.33820E-06    0.22299E-08    0.38404E-12
   271    0.18802E+03    0.22152E+02    0.33432E-06    0.22152E+02    0.46501E+01    0.22589E-08    0.33432E-06    0.22589E-08    0.37952E-12
   272    0.18602E+03    0.22417E+02    0.33049E-06    0.22417E+02    0.47801E+01    0.22874E-08    0.33049E-06    0.22874E-08    0.37507E-12
   273    0.18394E+03    0.22687E+02    0.32671E-06    0.22687E+02    0.49118E+01    0.23155E-08    0.32671E-06    0.23155E-08    0.37068E-12
   274    0.18191E+03    0.22939E+02    0.32299E-06    0.22939E+02    0.50460E+01    0.23432E-08    0.32299E-06    0.23432E-08    0.36636E-12
   275    0.17985E+03    0.23197E+02    0.31932E-06    0.23197E+02    0.51819E+01    0.23705E-08    0.31932E-06    0.23705E-08    0.36210E-12
   276    0.17790E+03    0.23438E+02    0.31570E-06    0.23438E+02    0.53199E+01    0.23974E-08    0.31570E-06    0.23974E-08    0.35790E-12
   277    0.17582E+03    0.23685E+02    0.31213E-06    0.23685E+02    0.54600E+01    0.24239E-08    0.31213E-06    0.24239E-08    0.35377E-12
   278    0.17383E+03    0.23917E+02    0.30861E-06    0.23917E+02    0.56020E+01    0.24501E-08    0.30861E-06    0.24501E-08    0.34970E-12
   279    0.17185E+03    0.24142E+02    0.30514E-06    0.24142E+02    0.57460E+01    0.24759E-08    0.30514E-06    0.24759E-08    0.34568E-12
   280    0.16986E+03    0.24374E+02    0.30173E-06    0.24374E+02    0.58918E+01    0.25013E-08    0.30173E-06    0.25013E-08    0.34173E-12
   281    0.16800E+03    0.24593E+02    0.29836E-06    0.24593E+02    0.60397E+01    0.25263E-08    0.29836E-06    0.25263E-08    0.33783E-12
   282    0.16597E+03    0.24806E+02    0.29503E-06    0.24806E+02    0.61892E+01    0.25510E-08    0.29503E-06    0.25510E-08    0.33400E-12
   283    0.16405E+03    0.25014E+02    0.29176E-06    0.25014E+02    0.63406E+01    0.25754E-08    0.29176E-06    0.25754E-08    0.33021E-12
   284    0.16216E+03    0.25217E+02    0.28852E-06    0.25217E+02    0.64939E+01    0.25994E-08    0.28852E-06    0.25994E-08    0.32649E-12
   285    0.16029E+03    0.25416E+02    0.28534E-06    0.25416E+02    0.66490E+01    0.26231E-08    0.28534E-06    0.26231E-08    0.32281E-12
   286    0.15836E+03    0.25604E+02    0.28220E-06    0.25604E+02    0.68057E+01    0.26464E-08    0.28220E-06    0.26464E-08    0.31919E-12
   287    0.15643E+03    0.25796E+02    0.27910E-06    0.25796E+02    0.69642E+01    0.26694E-08    0.27910E-06    0.26694E-08    0.31563E-12
   288    0.15456E+03    0.25978E+02    0.27605E-06    0.25978E+02    0.71243E+01    0.26921E-08    0.27605E-06    0.26921E-08    0.31211E-12
   289    0.15267E+03    0.26159E+02    0.27303E-06    0.26159E+02    0.72860E+01    0.27145E-08    0.27303E-06    0.27145E-08    0.30865E-12
   290    0.15083E+03    0.26338E+02    0.27006E-06    0.26338E+02    0.74492E+01    0.27366E-08    0.27006E-06    0.27366E-08    0.30523E-12
   291    0.14902E+03    0.26502E+02    0.26713E-06    0.26502E+02    0.76146E+01    0.27583E-08    0.26713E-06    0.27583E-08    0.30186E-12
   292    0.14694E+03    0.26672E+02    0.26424E-06    0.26672E+02    0.77811E+01    0.27798E-08    0.26424E-06    0.27798E-08    0.29854E-12
   293    0.14518E+03    0.26829E+02    0.26139E-06    0.26829E+02    0.79483E+01    0.28010E-08    0.26139E-06    0.28010E-08    0.29527E-12
   294    0.14327E+03    0.26993E+02    0.25858E-06    0.26993E+02    0.81177E+01    0.28219E-08    0.25858E-06    0.28219E-08    0.29204E-12
   295    0.14158E+03    0.27144E+02    0.25580E-06    0.27144E+02    0.82878E+01    0.28424E-08    0.25580E-06    0.28424E-08    0.28886E-12
   296    0.13973E+03    0.27297E+02    0.25306E-06    0.27297E+02    0.84601E+01    0.28628E-08    0.25306E-06    0.28628E-08    0.28572E-12
   297    0.13793E+03    0.27452E+02    0.25036E-06    0.27452E+02    0.86324E+01    0.28828E-08    0.25036E-06    0.28828E-08    0.28262E-12
   298    0.13602E+03    0.27596E+02    0.24770E-06    0.27596E+02    0.88069E+01    0.29026E-08    0.24770E-06    0.29026E-08    0.27956E-12
   299    0.13422E+03    0.27736E+02    0.24506E-06    0.27736E+02    0.89828E+01    0.29221E-08    0.24506E-06    0.29221E-08    0.27655E-12
   300    0.13236E+03    0.27872E+02    0.24247E-06    0.27872E+02    0.91588E+01    0.29414E-08    0.24247E-06    0.29414E-08    0.27357E-12
   301    0.13052E+03    0.28014E+02    0.23990E-06    0.28014E+02    0.93361E+01    0.29604E-08    0.23990E-06    0.29604E-08    0.27063E-12
   302    0.12875E+03    0.28159E+02    0.23737E-06    0.28159E+02    0.95142E+01    0.29791E-08    0.23737E-06    0.29791E-08    0.26774E-12
   303    0.12698E+03    0.28294E+02    0.23487E-06    0.28294E+02    0.96937E+01    0.29976E-08    0.23487E-06    0.29976E-08    0.26487E-12
   304    0.12519E+03    0.28419E+02    0.23241E-06    0.28419E+02    0.98747E+01    0.30158E-08    0.23241E-06    0.30158E-08    0.26205E-12
   305    0.12345E+03    0.28548E+02    0.22997E-06    0.28548E+02    0.10056E+02    0.30337E-08    0.22997E-06    0.30337E-08    0.25926E-12
   306    0.12168E+03    0.28672E+02    0.22757E-06    0.28672E+02    0.10237E+02    0.30514E-08    0.22757E-06    0.30514E-08    0.25652E-12
   307    0.11993E+03    0.28786E+02    0.22520E-06    0.28786E+02    0.10420E+02    0.30687E-08    0.22520E-06    0.30687E-08    0.25380E-12
   308    0.11821E+03    0.28911E+02    0.22285E-06    0.28911E+02    0.10604E+02    0.30857E-08    0.22285E-06    0.30857E-08    0.25112E-12
   309    0.11657E+03    0.29017E+02    0.22054E-06    0.29017E+02    0.10788E+02    0.31024E-08    0.22054E-06    0.31024E-08    0.24848E-12
   310    0.11486E+03    0.29126E+02    0.21826E-06    0.29126E+02    0.10972E+02    0.31187E-08    0.21826E-06    0.31187E-08    0.24587E-12
   311    0.11322E+03    0.29223E+02    0.21601E-06    0.29223E+02    0.11158E+02    0.31348E-08    0.21601E-06    0.31348E-08    0.24330E-12
   312    0.11164E+03    0.29323E+02    0.21379E-06    0.29323E+02    0.11343E+02    0.31504E-08    0.21379E-06    0.31504E-08    0.24076E-12
   313    0.11003E+03    0.29410E+02    0.21159E-06    0.29410E+02    0.11529E+02    0.31657E-08    0.21159E-06    0.31657E-08    0.23826E-12
   314    0.10846E+03    0.29500E+02    0.20943E-06    0.29500E+02    0.11716E+02    0.31807E-08    0.20943E-06    0.31807E-08    0.23578E-12
   315    0.10692E+03    0.29578E+02    0.20729E-06    0.29578E+02    0.11902E+02    0.31952E-08    0.20729E-06    0.31952E-08    0.23334E-12
   316    0.10540E+03    0.29650E+02    0.20518E-06    0.29650E+02    0.12088E+02    0.32094E-08    0.20518E-06    0.32094E-08    0.23094E-12
   317    0.10390E+03    0.29717E+02    0.20310E-06    0.29717E+02    0.12274E+02    0.32232E-08    0.20310E-06    0.32232E-08    0.22856E-12
   318    0.10239E+03    0.29778E+02    0.20105E-06    0.29778E+02    0.12462E+02    0.32366E-08    0.20105E-06    0.32366E-08    0.22622E-12
